Name_submitted	Name_matched	Author_matched	Overall_score	Taxonomic_status	Accepted_name	Accepted_author	Accepted_family	Source	Warnings	Accepted_name_lsid
Gladiolus natalensis	Gladiolus natalensis		1	Synonym	Gladiolus dalenii	Van Geel	Iridaceae	tpl	 	
Gladiolus natalensis	Gladiolus natalensis		1	Illegitimate		Van Geel	Iridaceae	tropicos	 	
Gnaphalium gaudichaudianum	Gnaphalium gaudichaudianum		1	Synonym	Pseudognaphalium gaudichaudianum	(DC.) Anderb.	Asteraceae	gcc	 	urn:lsid:compositae.org:names:09683518-7790-43CE-9155-9C1A435493E9
Gnaphalium gaudichaudianum	Gnaphalium gaudichaudianum		1	Accepted	Gnaphalium gaudichaudianum	DC.	Asteraceae	tropicos	 	
Gymnostyles stolonifera	Gymnostyles stolonifera		1	Synonym	Soliva stolonifera	(Brot.) R.Br. ex Sweet	Asteraceae	gcc	 [Ambiguous match] 	urn:lsid:compositae.org:names:3951342E-64B5-4239-ADD0-4D70C660BB63
Gymnostyles stolonifera	Gymnostyles stolonifera		1	Synonym	Soliva stolonifera	(Brot.) R.Br. ex Sweet	Asteraceae	gcc	 [Ambiguous match] 	urn:lsid:compositae.org:names:3951342E-64B5-4239-ADD0-4D70C660BB63
Gymnostyles stolonifera	Gymnostyles stolonifera		1	Synonym	Soliva stolonifera	(Brot.) R.Br. ex Sweet	Asteraceae	gcc	 [Ambiguous match] 	urn:lsid:compositae.org:names:3951342E-64B5-4239-ADD0-4D70C660BB63
Gymnostyles stolonifera	Gymnostyles stolonifera		1	Synonym	Soliva stolonifera	(Brot.) R.Br. ex G.Don	Asteraceae	gcc	 [Ambiguous match] 	urn:lsid:compositae.org:names:A29081ED-5340-4A0C-B08E-C5CECE639A37
Gymnostyles stolonifera	Gymnostyles stolonifera		1	Synonym	Soliva stolonifera	(Brot.) R.Br. ex Sweet	Asteraceae	gcc	 [Ambiguous match] 	urn:lsid:compositae.org:names:3951342E-64B5-4239-ADD0-4D70C660BB63
Gymnostyles stolonifera	Gymnostyles stolonifera		1	Synonym	Soliva stolonifera	(Brot.) R.Br. ex Sweet	Asteraceae	gcc	 [Ambiguous match] 	urn:lsid:compositae.org:names:3951342E-64B5-4239-ADD0-4D70C660BB63
Gymnostyles stolonifera	Gymnostyles stolonifera		1	Synonym	Soliva stolonifera	(Brot.) Sweet	Asteraceae	tropicos	 [Ambiguous match] 	
Gymnostyles stolonifera	Gymnostyles stolonifera		1	Accepted	Gymnostyles stolonifera	(Brot.) Tutin	Asteraceae	usda	 [Ambiguous match] 	
Howea belmoreana	Howea belmoreana		1	Accepted	Howea belmoreana	(C.Moore & F.Muell.) Becc.	Arecaceae	tpl	 	
Howea belmoreana	Howea belmoreana		1	No opinion				tropicos	 	
Hypericum gymnanthum	Hypericum gymnanthum		1	Accepted	Hypericum gymnanthum	Engelm. & A.Gray	Hypericaceae	tpl	 	
Hypericum gymnanthum	Hypericum gymnanthum		1	Accepted	Hypericum gymnanthum	Engelm. & A. Gray	Hypericaceae	tropicos;usda	 	
Hypericum perfoliatum	Hypericum perfoliatum		1	Accepted	Hypericum perfoliatum	L.	Hypericaceae	tpl	 [Ambiguous match] 	
Hypericum perfoliatum	Hypericum perfoliatum		1	No opinion		L.	Hypericaceae	tropicos	 [Ambiguous match] 	
Hypericum perfoliatum	Hypericum perfoliatum		1	No opinion				tropicos	 [Ambiguous match] 	
Iris chrysographes	Iris chrysographes		1	Accepted	Iris chrysographes	Dykes	Iridaceae	tpl;tropicos	 	
Iris japonica	Iris japonica		1	Accepted	Iris japonica	Thunb.	Iridaceae	tpl;tropicos	 	
Ixia campanulata	Ixia campanulata		1	Accepted	Ixia campanulata	Houtt.	Iridaceae	tpl;tropicos;usda	 	
Ixia campanulata	Ixia campanulata		1	Synonym	Romulea hirsuta	(Steud. ex Klatt) Baker	Iridaceae	tpl	 	
Ixia campanulata	Ixia campanulata		1	Illegitimate		(Steud. ex Klatt) Baker	Iridaceae	tropicos	 	
Jacobaea erratica	Jacobaea erratica		1	Accepted	Jacobaea erratica	(Bertol.) Fourr.	Asteraceae	gcc	 	urn:lsid:compositae.org:names:D2C3E39D-0F44-427A-8BA0-275B0971BE50
Jasione montana	Jasione montana		1	Accepted	Jasione montana	L.	Campanulaceae	tpl;tropicos;usda	 	
Juncus hybridus	Juncus hybridus		1	Accepted	Juncus hybridus	Brot.	Juncaceae	tpl;tropicos	 	
Juncus pygmaeus	Juncus pygmaeus		1	Accepted	Juncus pygmaeus	Rich. ex Thuill.	Juncaceae	tpl	 [Ambiguous match] 	
Juncus pygmaeus	Juncus pygmaeus		1	No opinion				tropicos	 [Ambiguous match] 	
Juncus pygmaeus	Juncus pygmaeus		1	No opinion		Rich. ex Thuill.	Juncaceae	tropicos	 [Ambiguous match] 	
Juncus striatus	Juncus striatus		1	Accepted	Juncus striatus	Schousb. ex E.Mey.	Juncaceae	tpl	 	
Juncus striatus	Juncus striatus		1	No opinion				tropicos	 [Ambiguous match] 	
Juncus striatus	Juncus striatus		1	No opinion				tropicos	 [Ambiguous match] 	
Kickxia cirrhosa	Kickxia cirrhosa		1	Accepted	Kickxia cirrhosa	(L.) Fritsch	Plantaginaceae	tpl	 	
Kickxia cirrhosa	Kickxia cirrhosa		1	No opinion				tropicos	 	
Lapeirousia laxa	Lapeirousia laxa		1	Synonym	Freesia laxa	(Thunb.) Goldblatt & J.C.Manning	Iridaceae	tpl	 	
Lapeirousia laxa	Lapeirousia laxa		1	Synonym	Freesia laxa	(Thunb.) Goldblatt & J.C. Manning	Iridaceae	tropicos;usda	 	
Lavandula viridis	Lavandula viridis		1	Accepted	Lavandula viridis	L'HÃ©r.	Lamiaceae	tpl	 	
Lavandula viridis	Lavandula viridis		1	No opinion		L'HÃ©r.	Lamiaceae	tropicos	 	
Legousia scabra	Legousia scabra		1	Accepted	Legousia scabra	(Lowe) Gamisans	Campanulaceae	tpl;tropicos	 	
Leucanthemum lacustre	Leucanthemum lacustre		1	Accepted	Leucanthemum lacustre	(Brot.) Samp.	Asteraceae	gcc;tropicos;usda	 	urn:lsid:compositae.org:names:A44B13D3-E178-42CF-83E7-5FBFF6E09C90
Ligularia tussilaginea	Ligularia tussilaginea		1	Synonym	Farfugium japonicum	(L.) Kitam.	Asteraceae	gcc	 	urn:lsid:compositae.org:names:5A318204-510A-415F-BCEC-8FF7F1770756
Ligularia tussilaginea	Ligularia tussilaginea		1	Synonym	Farfugium japonicum	(L.) Kitam.	Asteraceae	tropicos	 	
Lilaeopsis attenuata	Lilaeopsis attenuata		1	Accepted	Lilaeopsis attenuata	(Hook. & Arn.) Fernald	Apiaceae	tpl;tropicos	 	
Lilaeopsis attenuata	Lilaeopsis attenuata		1	Synonym	Lilaeopsis carolinensis	J.M. Coult. & Rose	Apiaceae	usda	 	
Lobelia urens	Lobelia urens		1	Accepted	Lobelia urens	L.	Campanulaceae	tpl	 	
Lobelia urens	Lobelia urens		1	Synonym	Dortmannia urens	(L.) Kuntze	Unknown	tropicos	 	
Lotus hispidus	Lotus hispidus		1	Accepted	Lotus hispidus	DC.	Fabaceae	ildis	 	
Lotus hispidus	Lotus hispidus		1	Synonym	Lotus suaveolens	Pers.	Fabaceae	tropicos	 	
Lotus hispidus	Lotus hispidus		1	No opinion				tropicos	 [Ambiguous match] 	
Lotus hispidus	Lotus hispidus		1	No opinion				tropicos	 [Ambiguous match] 	
Lotus hispidus	Lotus hispidus		1	Synonym	Lotus parviflorus	Desf.	Fabaceae	usda	 	
Lupinus perennis	Lupinus perennis		1	No opinion				tpl	 	
Lupinus perennis	Lupinus perennis		1	Accepted	Lupinus perennis	L.	Fabaceae	ildis;tropicos;usda	 	
Lupinus perennis	Lupinus perennis		1	No opinion				tropicos	 	
Medicago caerulea	Medicago caerulea		1	Accepted	Medicago caerulea	Less. ex Ledeb.	Fabaceae	tpl;tropicos	 	
Medicago caerulea	Medicago caerulea		1	Synonym	Medicago sativa subsp. microcarpa	Urb.	Fabaceae	ildis	 	
Myosotis latifolia	Myosotis latifolia		1	Accepted	Myosotis latifolia	Poir.	Boraginaceae	tpl;tropicos;usda	 	
Myosotis secunda	Myosotis secunda		1	Accepted	Myosotis secunda	Al.Murray	Boraginaceae	tpl	 	
Myosotis secunda	Myosotis secunda		1	No opinion				tropicos	 	
Myrica aethiopica	Myrica aethiopica		1	No opinion				tpl;tropicos	 	
Narcissus calcicola	Narcissus calcicola		1	Accepted	Narcissus calcicola	Mendonça	Amaryllidaceae	tpl	 	
Narcissus calcicola	Narcissus calcicola		1	No opinion		Mendonça	Amaryllidaceae	tropicos	 	
Narcissus cyclamineus	Narcissus cyclamineus		1	Accepted	Narcissus cyclamineus	DC.	Amaryllidaceae	tpl	 	
Narcissus cyclamineus	Narcissus cyclamineus		1	Synonym	Narcissus pseudonarcissus subsp. cyclamineus	(DC.) Baker	Amaryllidaceae	tropicos	 	
Nepeta racemosa	Nepeta racemosa		1	Accepted	Nepeta racemosa	Lam.	Lamiaceae	tpl;usda	 	
Nepeta racemosa	Nepeta racemosa		1	Synonym	Glechoma racemosa	(Lam.) Kuntze	Lamiaceae	tropicos	 	
Nesaea myrtifolia	Nesaea myrtifolia		1	No opinion				tpl	 	
Nesaea myrtifolia	Nesaea myrtifolia		1	No opinion				tropicos	 	
Nicotiana wigandioides	Nicotiana wigandioides		1	Accepted	Nicotiana wigandioides	Koch & Fintelmann	Solanaceae	tpl;tropicos	 	
Nolina recurvata	Nolina recurvata		1	Synonym	Beaucarnea recurvata	Lem.	Asparagaceae	tpl;tropicos	 	
Ochna atropurpurea	Ochna atropurpurea		1	Accepted	Ochna atropurpurea	DC.	Ochnaceae	tpl;tropicos	 	
Ochna atropurpurea	Ochna atropurpurea		1	Synonym	Ochna serrulata	Walp.	Ochnaceae	tpl;tropicos	 	
Oenothera acutifolia	Oenothera acutifolia		1	No opinion				tpl	 	
Oenothera acutifolia	Oenothera acutifolia		1	No opinion				tropicos	 	
Oenothera fallax	Oenothera fallax		1	No opinion				tpl;tropicos	 	
Oenothera hoelscheri	Oenothera hoelscheri		1	No opinion				tpl	 	
Oenothera hoelscheri	Oenothera hoelscheri		1	No opinion				tropicos	 	
Oenothera jueterbogensis	Oenothera jueterbogensis		1	No opinion				tpl	 	
Oenothera jueterbogensis	Oenothera jueterbogensis		1	No opinion				tropicos	 	
Oenothera x albipercurva	Oenothera x albipercurva		1	No opinion				tpl	 	
Opuntia ammophila	Opuntia ammophila		1	Accepted	Opuntia ammophila	Small	Cactaceae	tpl;tropicos;usda	 	
Orobanche sanguinea	Orobanche sanguinea		1	Accepted	Orobanche sanguinea	C.Presl	Orobanchaceae	tpl	 	
Orobanche sanguinea	Orobanche sanguinea		1	No opinion				tropicos	 	
Oxalis triangularis	Oxalis triangularis		1	Accepted	Oxalis triangularis	A. St.-Hil.	Oxalidaceae	tpl;tropicos	 	
Panicum dichotomiflorum	Panicum dichotomiflorum		1	Accepted	Panicum dichotomiflorum	Michx.	Poaceae	tpl;tropicos;usda	 	
Panicum dichotomum	Panicum dichotomum		1	Accepted	Panicum dichotomum	L.	Poaceae	tpl	 	
Panicum dichotomum	Panicum dichotomum		1	Synonym	Pennisetum divisum	(Forssk. ex J.F.Gmel.) Henrard	Poaceae	tpl	 	
Panicum dichotomum	Panicum dichotomum		1	Synonym	Dichanthelium dichotomum	(L.) Gould	Poaceae	tropicos	 	
Panicum dichotomum	Panicum dichotomum		1	Illegitimate		(Forssk. ex J.F.Gmel.) Henrard	Poaceae	tropicos	 	
Panicum dichotomum	Panicum dichotomum		1	Synonym	Dichanthelium dichotomum var. dichotomum	(L.) Gould	Poaceae	usda	 	
Parietaria debilis	Parietaria debilis		1	Accepted	Parietaria debilis	G.Forst.	Urticaceae	tpl	 	
Parietaria debilis	Parietaria debilis		1	Accepted	Parietaria debilis	G. Forst.	Urticaceae	tropicos	 	
Parietaria debilis	Parietaria debilis		1	Synonym	Parietaria floridana	Nutt.	Urticaceae	usda	 	
Passiflora antioquiensis	Passiflora antioquiensis		1	Accepted	Passiflora antioquiensis	H. Karst.	Passifloraceae	tpl;tropicos	 	
Passiflora antioquiensis	Passiflora antioquiensis		1	Accepted	Passiflora antioquiensis	Karsten	Passifloraceae	usda	 	
Pelargonium cordifolium	Pelargonium cordifolium		1	Accepted	Pelargonium cordifolium	Curtis	Geraniaceae	tpl;tropicos	 	
Pimpinella villosa	Pimpinella villosa		1	Accepted	Pimpinella villosa	Schousb.	Apiaceae	tpl	 	
Pimpinella villosa	Pimpinella villosa		1	No opinion		Schousb.	Apiaceae	tropicos	 	
Plantago serpentina	Plantago serpentina		1	Synonym	Plantago maritima	L.	Plantaginaceae	tpl	 	
Plantago serpentina	Plantago serpentina		1	Synonym	Plantago maritima subsp. serpentina	(All.) Arcang.	Plantaginaceae	tropicos	 	
Plantago serpentina	Plantago serpentina		1	Illegitimate				tropicos	 [Ambiguous match] 	
Plantago serpentina	Plantago serpentina		1	Illegitimate				tropicos	 [Ambiguous match] 	
Plantago serpentina	Plantago serpentina		1	No opinion				tropicos	 	
Plectranthus fruticosus	Plectranthus fruticosus		1	Accepted	Plectranthus fruticosus	L'HÃ©r.	Lamiaceae	tpl	 	
Plectranthus fruticosus	Plectranthus fruticosus		1	Synonym	Plectranthus deccanicus	Briq.	Lamiaceae	tpl	 	
Plectranthus fruticosus	Plectranthus fruticosus		1	No opinion				tpl	 	
Plectranthus fruticosus	Plectranthus fruticosus		1	Accepted	Plectranthus fruticosus	Wight	Lamiaceae	tropicos	 	
Plectranthus fruticosus	Plectranthus fruticosus		1	Illegitimate				tropicos	 	
Plectranthus fruticosus	Plectranthus fruticosus		1	No opinion		L'HÃ©r.	Lamiaceae	tropicos	 	
Pleioblastus argenteo-striatus	Pleioblastus argenteo-striatus		1	No opinion				tpl	 	
Pleioblastus argenteo-striatus	Pleioblastus argenteo-striatus		1	Synonym	Nipponocalamus argenteostriatus	(Regel) Nakai	Poaceae	tropicos	 	
Pleioblastus argenteo-striatus	Pleioblastus argenteo-striatus		1	Invalid				tropicos	 	
Poa angustifolia	Poa angustifolia		1	Accepted	Poa angustifolia	L.	Poaceae	tpl;tropicos	 	
Poa angustifolia	Poa angustifolia		1	Synonym	Poa pratensis	L.	Poaceae	tpl	 [Ambiguous match] 	
Poa angustifolia	Poa angustifolia		1	Synonym	Poa trivialis	L.	Poaceae	tpl	 [Ambiguous match] 	
Poa angustifolia	Poa angustifolia		1	Synonym	Poa palustris	L.	Poaceae	tpl	 [Ambiguous match] 	
Poa angustifolia	Poa angustifolia		1	Illegitimate		L.	Poaceae	tropicos	 [Ambiguous match] 	
Poa angustifolia	Poa angustifolia		1	Illegitimate		L.	Poaceae	tropicos	 [Ambiguous match] 	
Poa angustifolia	Poa angustifolia		1	Synonym	Poa pratensis ssp. pratensis	L.	Poaceae	usda	 	
Ptilostemon casabonae	Ptilostemon casabonae		1	Accepted	Ptilostemon casabonae	(L.) Greuter	Asteraceae	gcc	 	urn:lsid:compositae.org:names:1EDEC28D-CF3E-46CF-A9EE-4ADD187C18C9
Ptilostemon casabonae	Ptilostemon casabonae		1	No opinion				tropicos	 	
Pulicaria paludosa	Pulicaria paludosa		1	Synonym	Pulicaria arabica subsp. hispanica	(Boiss.) Murb.	Asteraceae	gcc	 	urn:lsid:compositae.org:names:AE298E72-5826-432D-A649-9FCD9388EE79
Pulicaria paludosa	Pulicaria paludosa		1	Accepted	Pulicaria paludosa	Link	Asteraceae	tropicos;usda	 	
Ranunculus trilobus	Ranunculus trilobus		1	Accepted	Ranunculus trilobus	Desf.	Ranunculaceae	tpl;tropicos;usda	 	
Reichardia picroides	Reichardia picroides		1	Accepted	Reichardia picroides	(L.) Roth	Asteraceae	gcc;usda	 	urn:lsid:compositae.org:names:3E5F5495-FFA0-48BC-89A1-3A67116DE17C
Reichardia picroides	Reichardia picroides		1	No opinion				tropicos	 	
Rhododendron mucronatum	Rhododendron mucronatum		1	Accepted	Rhododendron mucronatum	(Blume) G. Don	Ericaceae	tpl;tropicos	 	
Romulea columnae	Romulea columnae		1	Accepted	Romulea columnae	Sebast. & Mauri	Iridaceae	tpl	 	
Romulea columnae	Romulea columnae		1	Synonym	Bulbocodium columnae	(Sebast. & Mauri) Kuntze	Iridaceae	tropicos	 	
Romulea columnae	Romulea columnae		1	No opinion				tropicos	 	
Rosa arvensis	Rosa arvensis		1	Accepted	Rosa arvensis	Huds.	Rosaceae	tpl;tropicos;usda	 	
Rosa arvensis	Rosa arvensis		1	Synonym	Rosa spinosissima	L.	Rosaceae	tpl	 	
Rosa arvensis	Rosa arvensis		1	No opinion				tpl	 [Ambiguous match] 	
Rosa arvensis	Rosa arvensis		1	No opinion				tpl	 [Ambiguous match] 	
Rosa arvensis	Rosa arvensis		1	No opinion				tpl	 [Ambiguous match] 	
Rosa arvensis	Rosa arvensis		1	No opinion				tpl	 [Ambiguous match] 	
Rosa arvensis	Rosa arvensis		1	No opinion				tropicos	 	
Ruellia brevifolia	Ruellia brevifolia		1	Accepted	Ruellia brevifolia	(Pohl) C.Ezcurra	Acanthaceae	tpl	 	
Ruellia brevifolia	Ruellia brevifolia		1	Accepted	Ruellia brevifolia	(Pohl) C. Ezcurra	Acanthaceae	tropicos	 	
Ruellia brevifolia	Ruellia brevifolia		1	Accepted	Ruellia brevifolia	(Pohl) Ezcurra	Acanthaceae	usda	 	
Rumex violascens	Rumex violascens		1	Accepted	Rumex violascens	Rech. f.	Polygonaceae	tpl;tropicos;usda	 	
Rytidosperma tenuius	Rytidosperma tenuius		1	Accepted	Rytidosperma tenuius	(Steud.) O.E.Erikss., A.Hansen & Sunding	Poaceae	tpl	 	
Rytidosperma tenuius	Rytidosperma tenuius		1	Accepted	Rytidosperma tenuius	(Steud.) O.E. Erikss., A. Hansen & Sunding	Poaceae	tropicos	 	
Rytidosperma tenuius	Rytidosperma tenuius		1	Invalid				tropicos	 	
Sagittaria lancifolia	Sagittaria lancifolia		1	Accepted	Sagittaria lancifolia	L.	Alismataceae	tpl;tropicos;usda	 	
Sagittaria lancifolia	Sagittaria lancifolia		1	Synonym	Sagittaria sagittifolia	L.	Alismataceae	tpl	 	
Sagittaria lancifolia	Sagittaria lancifolia		1	Illegitimate				tropicos	 	
Scutellaria minor	Scutellaria minor		1	Accepted	Scutellaria minor	Huds.	Lamiaceae	tpl	 	
Scutellaria minor	Scutellaria minor		1	Illegitimate		Huds.	Lamiaceae	tropicos	 	
Scutellaria minor	Scutellaria minor		1	No opinion				tropicos	 	
Scutellaria minor	Scutellaria minor		1	Synonym	Scutellaria racemosa	Pers.	Lamiaceae	usda	 	
Senecio serpens	Senecio serpens		1	Synonym	Kleinia repens	(L.) Haw.	Asteraceae	gcc	 	urn:lsid:compositae.org:names:F1C82DE5-5863-42D2-93D9-15D1E8F9F0D3
Senecio serpens	Senecio serpens		1	Accepted	Senecio serpens	G.D. Rowley	Asteraceae	tropicos	 	
Senecio tamoides	Senecio tamoides		1	Accepted	Senecio tamoides	DC.	Asteraceae	gcc;tropicos	 	urn:lsid:compositae.org:names:38BCA34B-959B-4F23-B983-CF91672BD1BD
Sibthorpia europaea	Sibthorpia europaea		1	Accepted	Sibthorpia europaea	L.	Plantaginaceae	tpl;tropicos	 	
Silene psammitis	Silene psammitis		1	Accepted	Silene psammitis	Link ex Spreng.	Caryophyllaceae	tpl	 	
Silene psammitis	Silene psammitis		1	No opinion		Link ex Spreng.	Caryophyllaceae	tropicos	 	
Smilax canariensis	Smilax canariensis		1	Accepted	Smilax canariensis	Willd.	Smilacaceae	tpl	 	
Smilax canariensis	Smilax canariensis		1	No opinion		Willd.	Smilacaceae	tropicos	 	
Sobralia macrantha	Sobralia macrantha		1	Accepted	Sobralia macrantha	Lindl.	Orchidaceae	tpl;tropicos;usda	 	
Solanum hispidum	Solanum hispidum		1	Synonym	Solanum asperolanatum	Ruiz & Pav.	Solanaceae	tpl	 	
Solanum hispidum	Solanum hispidum		1	Synonym	Solanum asperolanatum	Ruiz & Pav.	Solanaceae	tropicos	 	
Solanum hispidum	Solanum hispidum		1	Accepted	Solanum hispidum	Pers.	Solanaceae	usda	 	
Solidago sempervirens	Solidago sempervirens		1	Accepted	Solidago sempervirens	L.	Asteraceae	gcc;tropicos;usda	 [Ambiguous match] 	urn:lsid:compositae.org:names:70D2A981-5DFA-41B0-BD1D-ED85BF4E22A6
Solidago sempervirens	Solidago sempervirens		1	Accepted	Solidago sempervirens	Michx.	Asteraceae	gcc	 [Ambiguous match] 	urn:lsid:compositae.org:names:1D0DFA6A-0A81-45A4-9581-C3637443CFD1
Solidago x niederederi	No suitable matches found.		0						 	
Sollya heterophylla	Sollya heterophylla		1	Synonym	Billardiera heterophylla	(Lindl.) L.W.Cayzer & Crisp	Pittosporaceae	tpl	 	
Sollya heterophylla	Sollya heterophylla		1	Synonym	Billardiera heterophylla	(Lindl.) L.W. Cayzer & Crisp	Pittosporaceae	tropicos	 	
Sollya heterophylla	Sollya heterophylla		1	Accepted	Sollya heterophylla	Lindl.	Pittosporaceae	usda	 	
Sophora jaubertii	Sophora jaubertii		1	Synonym				tpl	 	
Sophora jaubertii	Sophora jaubertii		1	Accepted	Sophora jaubertii	Spach	Fabaceae	ildis	 	
Sophora jaubertii	Sophora jaubertii		1	Synonym	Sophora alopecuroides var. alopecuroides		Fabaceae	tropicos	 	
Strobilanthes maculata	Strobilanthes maculata		1	No opinion				tpl	 [Ambiguous match] 	
Strobilanthes maculata	Strobilanthes maculata		1	No opinion				tpl	 [Ambiguous match] 	
Taraxacum ekmanii	Taraxacum ekmanii		1	Accepted	Taraxacum ekmanii	Dahlst.	Asteraceae	gcc	 	urn:lsid:compositae.org:names:2EE5330D-17AB-4A43-B14E-DA2ED18705C9
Taraxacum ekmanii	Taraxacum ekmanii		1	No opinion		Dahlst.	Asteraceae	tropicos	 	urn:lsid:compositae.org:names:2EE5330D-17AB-4A43-B14E-DA2ED18705C9
Taraxacum maderense	Taraxacum maderense		1	Accepted	Taraxacum maderense	Sahlin & Soest	Asteraceae	gcc	 	urn:lsid:compositae.org:names:512331BE-DCFB-40F8-90CF-22BC5A283A5B
Taraxacum perssonii	Taraxacum perssonii		1	Accepted	Taraxacum perssonii	plaglund ex Sahlin & Soest	Asteraceae	gcc	 	urn:lsid:compositae.org:names:72AC3830-689D-4D90-801B-E526B7AF6233
Thamnocalamus tessellatus	Thamnocalamus tessellatus		1	Accepted	Thamnocalamus tessellatus	(Nees) Soderstr. & R.P.Ellis	Poaceae	tpl	 	
Thamnocalamus tessellatus	Thamnocalamus tessellatus		1	Synonym	Bergbambos tesellata	(Nees) Stapleton	Poaceae	tropicos	 	
Tinantia fugax	Tinantia fugax		1	Synonym	Tinantia erecta	(Jacq.) Fenzl	Commelinaceae	tpl	 	
Tinantia fugax	Tinantia fugax		1	Synonym	Tinantia erecta	(Jacq.) Schltdl.	Commelinaceae	tropicos	 	
Tolpis umbellata	Tolpis umbellata		1	Accepted	Tolpis umbellata	Bertol.	Asteraceae	gcc	 	urn:lsid:compositae.org:names:F46C19AD-D236-4DC6-91B4-63BDAFFDDA8A
Tolpis umbellata	Tolpis umbellata		1	Synonym	Tolpis barbata	(L.) Gaertn.	Asteraceae	tropicos	 	
Tolpis umbellata	Tolpis umbellata		1	Synonym	Tolpis barbata	(L.) Gaertn.	Asteraceae	usda	 	
Triglochin scilloides	Triglochin scilloides		1	Accepted	Triglochin scilloides	(Poir.) Mering & Kadereit	Juncaginaceae	tpl;tropicos	 	
Triglochin scilloides	Triglochin scilloides		1	Synonym	Lilaea scilloides	(Poir.) Hauman	Juncaginaceae	usda	 	
Urospermum picroides	Urospermum picroides		1	Accepted	Urospermum picroides	(L.) Scop. ex F.W.Schmidt	Asteraceae	gcc	 	urn:lsid:compositae.org:names:13C4B69F-B3EA-4936-8D08-CF7926CCF1E0
Urospermum picroides	Urospermum picroides		1	Accepted	Urospermum picroides	(L.) F.W. Schmidt	Asteraceae	tropicos	 	
Urospermum picroides	Urospermum picroides		1	Accepted	Urospermum picroides	(L.) Scop. ex F.W. Schmidt	Asteraceae	usda	 	
Urtica membranacea	Urtica membranacea		1	Accepted	Urtica membranacea	Poir. ex Savigny	Urticaceae	tpl	 	
Urtica membranacea	Urtica membranacea		1	No opinion		Poir. ex Savigny	Urticaceae	tropicos	 	
Urtica morifolia	Urtica morifolia		1	Accepted	Urtica morifolia	Poir.	Urticaceae	tpl	 	
Urtica morifolia	Urtica morifolia		1	No opinion		Poir.	Urticaceae	tropicos	 	
Veronica repens	Veronica repens		1	Accepted	Veronica repens	Clarion ex DC.	Plantaginaceae	tpl	 	
Veronica repens	Veronica repens		1	Synonym	Veronica serpyllifolia subsp. repens	(DC.) Hartl	Plantaginaceae	tropicos	 	
Vincetoxicum rossicum	Vincetoxicum rossicum		1	Accepted	Vincetoxicum rossicum	(Kleopow) Barbar.	Apocynaceae	tpl	 	
Vincetoxicum rossicum	Vincetoxicum rossicum		1	Accepted	Vincetoxicum rossicum	(Kleopov) Barbar.	Apocynaceae	tropicos	 	
Vincetoxicum rossicum	Vincetoxicum rossicum		1	Synonym	Cynanchum rossicum	(Kleopow) Borhidi	Apocynaceae	usda	 	
Vulpia muralis	Vulpia muralis		1	Accepted	Vulpia muralis	(Kunth) Nees	Poaceae	tpl;tropicos	 	
Adenocaulon adhaerescens	Adenocaulon adhaerescens		1	Synonym	Adenocaulon himalaicum	Edgew.	Asteraceae	gcc;tropicos	 	urn:lsid:compositae.org:names:0A438CD4-8310-4DA3-A1A9-A126FB44C9F1
Aizoon canariense	Aizoon canariense		1	Accepted	Aizoon canariense	L.	Aizoaceae	tpl;tropicos	 	
Aizoon canariense	Aizoon canariense		1	Synonym	Sesuvium portulacastrum	(L.) L.	Aizoaceae	tpl	 	
Alkanna lycopsoides	No suitable matches found.		0						 	
Athamanta sicula	Athamanta sicula		1	Accepted	Athamanta sicula	L.	Apiaceae	tpl	 	
Athamanta sicula	Athamanta sicula		1	No opinion		L.	Apiaceae	tropicos	 	
Atriplex portulacoides	Atriplex portulacoides		1	Accepted	Atriplex portulacoides	L.	Amaranthaceae	tpl	 	
Atriplex portulacoides	Atriplex portulacoides		1	Synonym	Obione portulacoides	(L.) Moq.	Amaranthaceae	tropicos	 	
Atriplex portulacoides	Atriplex portulacoides		1	No opinion				tropicos	 	
Atriplex portulacoides	Atriplex portulacoides		1	Synonym	Halimione portulacoides	(L.) Aellen [excluded]	Amaranthaceae	usda	 	
Calystegia inflata	Calystegia inflata		1	Accepted	Calystegia inflata	G. Don	Convolvulaceae	tpl;tropicos	 	
Calystegia inflata	Calystegia inflata		1	Synonym	Calystegia sepium ssp. americana	(Sims) Brummitt	Convolvulaceae	usda	 	
Centaurea napifolia	Centaurea napifolia		1	Accepted	Centaurea napifolia	L.	Asteraceae	gcc	 	urn:lsid:compositae.org:names:8D4F1CCE-8F76-4B49-B2B3-9744A40F5E40
Centaurea napifolia	Centaurea napifolia		1	No opinion		L.	Asteraceae	tropicos	 	urn:lsid:compositae.org:names:8D4F1CCE-8F76-4B49-B2B3-9744A40F5E40
Cestrum foetidissimum	Cestrum foetidissimum		1	Synonym	Cestrum parqui	(Lam.) L'HÃ©r.	Solanaceae	tpl	 	
Cestrum foetidissimum	Cestrum foetidissimum		1	Illegitimate				tropicos	 	
Cestrum foetidissimum	Cestrum foetidissimum		1	No opinion		(Lam.) L'HÃ©r.	Solanaceae	tropicos	 	
Chamaesyce humistrata	Chamaesyce humistrata		1	Synonym	Euphorbia humistrata	Engelm. ex A.Gray	Euphorbiaceae	tpl	 	
Chamaesyce humistrata	Chamaesyce humistrata		1	Accepted	Chamaesyce humistrata	(Engelm. ex A. Gray) Small	Euphorbiaceae	tropicos;usda	 	
